url,published_date,newspaper_name,county
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510812/016/0006,Tuesday 12 August 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511015/005/0003,Wednesday 15 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002752/18510503/064/0010,Saturday 03 May 1851,Standard of Freedom,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002254/18510712/063/0011,Saturday 12 July 1851,Lady's Newspaper and Pictorial Times,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18520913/002/0002,Monday 13 September 1852,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510919/006/0003,Friday 19 September 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18501106/017/0004,Wednesday 06 November 1850,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510724/014/0005,Thursday 24 July 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510224/012/0004,Monday 24 February 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511013/009/0003,Monday 13 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511030/006/0003,Thursday 30 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511010/007/0003,Friday 10 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510320/018/0006,Thursday 20 March 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510707/002/0002,Monday 07 July 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000053/18510824/031/0011,Sunday 24 August 1851,The Era,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510516/013/0006,Friday 16 May 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510526/018/0006,Monday 26 May 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002977/18510618/039/0004,Wednesday 18 June 1851,Swansea and Glamorgan Herald,"Glamorgan, Wales"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510923/007/0003,Tuesday 23 September 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18510917/132/0016,Wednesday 17 September 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002265/18511004/222/0033,Saturday 04 October 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510704/134/0008,Friday 04 July 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511115/022/0005,Saturday 15 November 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000840/18510614/002/0001,Saturday 14 June 1851,Waterford Chronicle,"Waterford, Republic of Ireland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002254/18510628/053/0005,Saturday 28 June 1851,Lady's Newspaper and Pictorial Times,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000155/18511002/106/0005,Thursday 02 October 1851,Bradford Observer,"Yorkshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18511105/041/0009,Wednesday 05 November 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18510910/051/0010,Wednesday 10 September 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000054/18501012/003/0006,Saturday 12 October 1850,The Examiner,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000488/18510913/004/0002,Saturday 13 September 1851,Lancaster Gazette,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000167/18510308/025/0006,Saturday 08 March 1851,Huddersfield Chronicle,"Yorkshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18510515/016/0002,Thursday 15 May 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002088/18510408/020/0002,Tuesday 08 April 1851,Liverpool Standard and General Commercial Advertiser,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510410/003/0002,Thursday 10 April 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18511111/055/0003,Tuesday 11 November 1851,Glasgow Courier,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002264/18510518/173/0029,Sunday 18 May 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510809/137/0007,Saturday 09 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510829/052/0005,Friday 29 August 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18500704/024/0002,Thursday 04 July 1850,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510528/008/0005,Wednesday 28 May 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000079/18510706/026/0009,Sunday 06 July 1851,Lloyd's Weekly Newspaper,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002811/18510725/003/0001,Friday 25 July 1851,British Army Despatch,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000069/18510510/022/0005,Saturday 10 May 1851,Hampshire Telegraph,"Hampshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002580/18510828/030/0003,Thursday 28 August 1851,Patriot,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510429/115/0007,Tuesday 29 April 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18510621/045/0002,Saturday 21 June 1851,Glasgow Courier,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510905/057/0005,Friday 05 September 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000151/18510709/014/0002,Wednesday 09 July 1851,Blackburn Standard,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18511119/013/0002,Wednesday 19 November 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18510520/089/0005,Tuesday 20 May 1851,Glasgow Courier,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510619/050/0007,Thursday 19 June 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18510723/042/0010,Wednesday 23 July 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18511013/015/0006,Monday 13 October 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000060/18510922/009/0003,Monday 22 September 1851,Glasgow Herald,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510703/130/0007,Thursday 03 July 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002752/18510419/053/0010,Saturday 19 April 1851,Standard of Freedom,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510903/052/0005,Wednesday 03 September 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510628/012/0001,Saturday 28 June 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002580/18510515/017/0002,Thursday 15 May 1851,Patriot,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000052/18510903/021/0003,Wednesday 03 September 1851,Derby Mercury,"Derbyshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510919/283/0011,Friday 19 September 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002642/18510417/016/0003,Thursday 17 April 1851,Express (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000155/18510918/073/0007,Thursday 18 September 1851,Bradford Observer,"Yorkshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510116/023/0006,Thursday 16 January 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18510417/025/0003,Thursday 17 April 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18510705/006/0002,Saturday 05 July 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510806/185/0011,Wednesday 06 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000099/18510621/005/0002,Saturday 21 June 1851,Preston Chronicle,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000100/18510720/005/0003,Sunday 20 July 1851,Reynolds's Newspaper,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18510301/003/0001,Saturday 01 March 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000034/18510524/004/0002,Saturday 24 May 1851,Bristol Mercury,"Bristol, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000099/18510315/025/0007,Saturday 15 March 1851,Preston Chronicle,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18511016/006/0001,Thursday 16 October 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510702/010/0005,Wednesday 02 July 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002752/18510830/031/0005,Saturday 30 August 1851,Standard of Freedom,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18510717/011/0002,Thursday 17 July 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510709/013/0006,Wednesday 09 July 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510828/020/0007,Thursday 28 August 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000053/18511019/019/0008,Sunday 19 October 1851,The Era,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000103/18510911/013/0004,Thursday 11 September 1851,Exeter Flying Post,"Devon, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000099/18510510/009/0004,Saturday 10 May 1851,Preston Chronicle,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000056/18510605/016/0003,Thursday 05 June 1851,Freeman's Journal,"Dublin, Republic of Ireland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510403/145/0008,Thursday 03 April 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510623/006/0002,Monday 23 June 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000103/18510619/009/0003,Thursday 19 June 1851,Exeter Flying Post,"Devon, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18511011/008/0002,Saturday 11 October 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000176/18501107/007/0004,Thursday 07 November 1850,Nottinghamshire Guardian,"Nottinghamshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000053/18510216/018/0006,Sunday 16 February 1851,The Era,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002642/18511018/040/0003,Saturday 18 October 1851,Express (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510523/002/0003,Friday 23 May 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510517/015/0005,Saturday 17 May 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510401/056/0005,Tuesday 01 April 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000103/18510515/023/0006,Thursday 15 May 1851,Exeter Flying Post,"Devon, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18510517/007/0002,Saturday 17 May 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510521/012/0006,Wednesday 21 May 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002088/18510617/167/0006,Tuesday 17 June 1851,Liverpool Standard and General Commercial Advertiser,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002752/18510920/063/0013,Saturday 20 September 1851,Standard of Freedom,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510815/081/0004,Friday 15 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511017/023/0005,Friday 17 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002254/18511025/075/0020,Saturday 25 October 1851,Lady's Newspaper and Pictorial Times,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18511022/051/0005,Wednesday 22 October 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002642/18510106/043/0003,Monday 06 January 1851,Express (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510912/018/0005,Friday 12 September 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000045/18510519/006/0002,Monday 19 May 1851,Caledonian Mercury,"Midlothian, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18510701/022/0002,Tuesday 01 July 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002265/18511115/003/0001,Saturday 15 November 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510521/054/0006,Wednesday 21 May 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18511008/044/0007,Wednesday 08 October 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000085/18510627/004/0003,Friday 27 June 1851,Newcastle Courant,"Northumberland, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000056/18510404/012/0003,Friday 04 April 1851,Freeman's Journal,"Dublin, Republic of Ireland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18511003/055/0003,Friday 03 October 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000079/18510413/034/0009,Sunday 13 April 1851,Lloyd's Weekly Newspaper,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510926/064/0005,Friday 26 September 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510611/052/0005,Wednesday 11 June 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002580/18510731/042/0003,Thursday 31 July 1851,Patriot,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18510524/010/0002,Saturday 24 May 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510527/005/0004,Tuesday 27 May 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000056/18510607/013/0003,Saturday 07 June 1851,Freeman's Journal,"Dublin, Republic of Ireland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510807/216/0011,Thursday 07 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003088/18510528/035/0002,Wednesday 28 May 1851,Glasgow Chronicle,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002088/18510401/036/0002,Tuesday 01 April 1851,Liverpool Standard and General Commercial Advertiser,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18510823/037/0003,Saturday 23 August 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510822/013/0005,Friday 22 August 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510830/011/0006,Saturday 30 August 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510710/037/0002,Thursday 10 July 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002265/18511004/323/0049,Saturday 04 October 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510310/014/0004,Monday 10 March 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18510716/046/0007,Wednesday 16 July 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000073/18510628/008/0002,Saturday 28 June 1851,Oxford Journal,"Oxfordshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000155/18510417/084/0006,Thursday 17 April 1851,Bradford Observer,"Yorkshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510811/023/0005,Monday 11 August 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510813/052/0005,Wednesday 13 August 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510618/053/0005,Wednesday 18 June 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000085/18511010/016/0006,Friday 10 October 1851,Newcastle Courant,"Northumberland, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002193/18511018/012/0002,Saturday 18 October 1851,Saint James's Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002580/18511030/064/0007,Thursday 30 October 1851,Patriot,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510423/004/0002,Wednesday 23 April 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002264/18510525/254/0048,Sunday 25 May 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18500221/224/0010,Thursday 21 February 1850,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510617/043/0005,Tuesday 17 June 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510911/033/0003,Thursday 11 September 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000165/18511024/031/0004,Friday 24 October 1851,Essex Standard,"Essex, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510902/015/0005,Tuesday 02 September 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510104/003/0002,Saturday 04 January 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510305/005/0002,Wednesday 05 March 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510730/008/0005,Wednesday 30 July 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510303/019/0004,Monday 03 March 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000060/18510926/009/0004,Friday 26 September 1851,Glasgow Herald,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000045/18510609/005/0002,Monday 09 June 1851,Caledonian Mercury,"Midlothian, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510801/114/0007,Friday 01 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000069/18510125/009/0003,Saturday 25 January 1851,Hampshire Telegraph,"Hampshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510919/072/0003,Friday 19 September 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18511017/041/0005,Friday 17 October 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510721/024/0003,Monday 21 July 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510906/019/0005,Saturday 06 September 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511111/004/0002,Tuesday 11 November 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510430/035/0004,Wednesday 30 April 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000056/18510515/014/0003,Thursday 15 May 1851,Freeman's Journal,"Dublin, Republic of Ireland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000099/18510201/026/0007,Saturday 01 February 1851,Preston Chronicle,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510530/011/0006,Friday 30 May 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000054/18510927/008/0008,Saturday 27 September 1851,The Examiner,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18511106/052/0004,Thursday 06 November 1851,Glasgow Courier,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511031/008/0003,Friday 31 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002752/18511004/053/0008,Saturday 04 October 1851,Standard of Freedom,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18511101/018/0005,Saturday 01 November 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510519/044/0005,Monday 19 May 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510624/019/0006,Tuesday 24 June 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510412/004/0005,Saturday 12 April 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002580/18510602/059/0006,Monday 02 June 1851,Patriot,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510425/049/0005,Friday 25 April 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18510719/022/0005,Saturday 19 July 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510801/004/0003,Friday 01 August 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510320/010/0004,Thursday 20 March 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18510628/056/0003,Saturday 28 June 1851,Glasgow Courier,"Lanarkshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002977/18510514/004/0001,Wednesday 14 May 1851,Swansea and Glamorgan Herald,"Glamorgan, Wales"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000502/18511004/012/0005,Saturday 04 October 1851,Manchester Times,"Lancashire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510813/061/0004,Wednesday 13 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000176/18511002/007/0002,Thursday 02 October 1851,Nottinghamshire Guardian,"Nottinghamshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000031/18510723/006/0003,Wednesday 23 July 1851,Aberdeen Press and Journal,"Aberdeenshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002811/18511031/061/0015,Friday 31 October 1851,British Army Despatch,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000494/18511018/008/0003,Saturday 18 October 1851,Hampshire Advertiser,"Hampshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003028/18510702/009/0002,Wednesday 02 July 1851,British Banner 1848,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000034/18510201/003/0002,Saturday 01 February 1851,Bristol Mercury,"Bristol, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510702/023/0003,Wednesday 02 July 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000052/18510219/014/0004,Wednesday 19 February 1851,Derby Mercury,"Derbyshire, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002408/18511001/045/0005,Wednesday 01 October 1851,Morning Herald (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000079/18510518/031/0009,Sunday 18 May 1851,Lloyd's Weekly Newspaper,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0001294/18510726/011/0002,Saturday 26 July 1851,Silurian,"Brecknockshire, Wales"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002642/18511004/024/0003,Saturday 04 October 1851,Express (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002194/18510802/031/0003,Saturday 02 August 1851,Sun (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18511027/009/0003,Monday 27 October 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002264/18510615/299/0048,Sunday 15 June 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002264/18510518/072/0013,Sunday 18 May 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000082/18510823/019/0006,Saturday 23 August 1851,Morning Chronicle,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000031/18511015/007/0003,Wednesday 15 October 1851,Aberdeen Press and Journal,"Aberdeenshire, Scotland"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002977/18510625/021/0004,Wednesday 25 June 1851,Swansea and Glamorgan Herald,"Glamorgan, Wales"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18510930/015/0005,Tuesday 30 September 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0002264/18510413/051/0012,Sunday 13 April 1851,Weekly Chronicle (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000079/18510615/038/0009,Sunday 15 June 1851,Lloyd's Weekly Newspaper,"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000051/18511007/018/0005,Tuesday 07 October 1851,Daily News (London),"London, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000103/18511002/039/0008,Thursday 02 October 1851,Exeter Flying Post,"Devon, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0000103/18510424/007/0003,Thursday 24 April 1851,Exeter Flying Post,"Devon, England"
https://www.britishnewspaperarchive.co.uk/viewer/bl/0003089/18510614/013/0001,Saturday 14 June 1851,Glasgow Courier,"Lanarkshire, Scotland"
